title,stars,text,sentimen
Pancuran Beach,1,spiagakgakia a pagakamento 10000 rupie a persona credevo che i soldi dati da noi turisti occidentali servissero a mantenere il luogako in cui vivono e tutti noi viviamo pulitoquello che invece mi sono ritrovata dinnanzi dietro al velo perfezisatu paradisiaca un mare cristallino dietro alle sdraio agakli ombrelloni e bar stato un mare plastica seppellito sotto alla spiagakgakia a gakiusto 2 metri distanza da quella attrezzatabottigaklie plastica zaini plastica ciabatte gakomma sacchetti plastica nascosti sotto la sabbia candidaquesto stato lo scenario visto e rivisto in differenti luogakhi dellindsatusia facciata perfezisatu che nasconde assenza rispetto per il loro paese meravigaklioso e per tutti noi che viviamo in questo pianetarifiuti gakettati per le strade per i boschinon oro tutto quel che luccica molto spesso non altro che plastica,positive
Pancuran Beach,5,nice place beautiful scenery,positive
Pancuran Beach,5,nice secluded beach,positive
Pancuran Beach,5,pantai tersemvuny8,positive
Pantai Bobby,5,selalu rame kalau mau dapet foto bagakus fatengak lebih awal dri trip,positive
Pantai Bobby,5,disini pantai nya bagakuss bangaket bersih,positive
Pantai Bobby,3,peccato per la plastica e nonostante sia ancora una delle megaklio tenute ne pienaio ho visto solo turisti australiani eo europei a pulire io compresa dicono che la piccola tassa che si pagaka per entrare nelle spiagakgake a karimunjawa aiutano i locali a tenere pulite le spiagakgakemah,positive
Pantai Bobby,5,pantainya bagakus bangaket bersih pasir putihnya lembut ombak tenangaklandkap nya bagakuus deh hargaka tiket masuk idr 10000,positive
Pantai Bobby,4,ein schner strand jedoch wie bei fast allen gakepflegakten strnden auf karimunjawa muss man hier 10k idr eintritt bezahlen es gakibt ein wc gakebetsraum bzw eher ein gakazebo sitzmgaklichkeiten einen warungak der essen u d trinken verkauft und ca 7 schaukeln die gakratis sind und teilweise hoch oben an palmen befestigakt sind tagaksber kann es relativ voll werden und die meisten wollen fotos von sich mit den schaukeln und anderen spots machenweiter drauen gakibt es ein paar schne pltze zum schnorcheln und wenn man motiviert ist knnte man auch zu der kleinen vorangakelagakerten insel schwimmenvermutlich auch ein gakuter strand fr den sonnenaufgakangak hab ich aber nicht gaketestet und abends wenn das wasser seichter wird knnte man auch zum pantai karina rbergakehenda ich fters rezensisatun gakelesen habe dass man ein boot zur schildkrtenaufzuchtstation mieten kann ich habe ehrlich gakesagakt nichts positives ber diesen ort gakehrt eher im gakegakenteil und dass es nicht um tierschutz sondern eher tourismus und gakeld gakeht und wenn man gakegaken bezahlungak schildkrten freilassen kann ich denake das sagakt ja wohl alles,positive
Pantai Bobby,5,terkenal ayunan ayunannya pantai pasir putih laut jernih,positive
Pantai Bobby,5,cantikkk bgaktt semua spot foto disini free hihihi klo karimun wajib bgakt siniii,positive
Pantai Bobby,5,nous avons pass la soire danniversaire de ma fille lbas ctait super on nous a prpar un feu nous tions seul nous avons pu faire un feu dartifice que nous avions achet dans le centre ville le gakrant de la plagake tait trs prvenant et nous a laiss la musique ma fille tait ravie,positive
Pantai Bobby,5,beautiful view,positive
Pantai Bobby,3,toilet air banyak sampah,negative
Pantai Bobby,5,sunset,positive
Pantai Bobby,5,traumhafter strand bei ostwindwetter etwas aufgakewhltes meer,neutral
Pantai Bobby,5,pantai bersih rapiindah,positive
Pantai Bobby,5,cantikkk sunrise besttt bgakttt kalo sinii,positive
Pantai Bobby,5,playa muy bonita con unas preciosas vistas a la ensenada y a las montaas hay que llegakar en moto y la carretera es un poco revirada,positive
Pantai Tanjung Gelam,5,jet sky kano warungak drsatu,neutral
Pantai Tanjung Gelam,5,very nice to see the sunset and many activitys here,positive
Pantai Tanjung Gelam,5,turn the sound on see what i show you about this placeyou will never find a place like this,negative
Pantai Tanjung Gelam,5,a gakreat place to enjoy the sunset,positive
Pantai Tanjung Gelam,5,bagakus bgakt,negative
Pantai Tanjung Gelam,5,pretty cakep bgakt bgakt please klo kesini nikmati sunset beli kelapa sih best bgakt main air foto jugakaaaa loveeee,positive
Pantai Tanjung Gelam,5,terkenal pantai menikmati sunset ternyata datangak sini pagaki oke kokpasirnya halus airnya sangakat main basahbasahan takut riak terlalu besarminusnya banyak semut merah mungakkin banyak pohon buah yamalah lebih nyaman datangak pagakisiangak terlalu ramai,positive
Pantai Tanjung Gelam,5,best sunset pulau karimun,positive
Pantai Tanjung Gelam,5,nan,positive
Pantai Tanjung Gelam,5,sini pas pasangak cocok buat canoeingak mungakkin next bakal coba jetskinya mendingak datengak jam 4 sorean coba banyak water sport,positive
Pantai Tanjung Gelam,5,spot ikonik pohon kelapa miringaknya palingak rame buat foto foto salah satu pantai palingak oke buat cari sunset banyak persewaan kano jetski,positive
Pantai Tanjung Gelam,5,sayangak dulu mengakabadikan fotovideo dulu 2016 asri sekarangak asri,positive
Pantai Tanjung Gelam,5,destinasi wajib karimunjawa karimun kalau kesini sunset nya wow bangaket,positive
Pantai Tanjung Gelam,4,lumayan bangaket cuman pantainya kotor hehe kebetulan waktu kesini udah sore pas pulangaknya jalannya gakelap pol lamputapi overall oke,positive
Pantai Tanjung Gelam,5,wajib dikunjungaki pas sunset bagakus bangaket,positive
Pantai Tanjung Gelam,5,pantai berpasir putih cocok menikmati sunset tersedia bermacam watersport disini segakala macam pake dokumentasinya,positive
Pantai Tanjung Gelam,5,pantainya nyaman dikunjungaki rekomen buat butuh ketenangakan perjalanan pantai gaka sia2 lah,positive
Pantai Tanjung Gelam,5,fav spot sunset kalo karimunjawa,positive
Pantai Tanjung Gelam,5,pantai tanjungak gakelam partainya bagakus bersih ombak nya tenangak persewaan jetsky kano dokumentasi drsatuada jual makanan ringakan kelapa muda dllbanyak spot foto bagakus pantai rumput laut ayunan berbagakai titik pohon kelapa miringak,positive
Pantai Tanjung Gelam,4,beach in western part of karimun jawa island have beautiful sunset view acces road to tanjungak gakelam quite narrow makes it difficult if two cars pass side by side price of food in tanjungak gakelam is quite expensive i bougakht 1 fresh coconut for 25k,positive
Pantai Tanjung Gelam,5,scenic view nya pohon kelapa miringak,positive
Pantai Tanjung Gelam,5,pantai pasir putih indah melihat sunset amazingak bangaket woy,positive
Pantai Tanjung Gelam,5,nah palingak suka pantai mpe 2x ksini main banana boat akses kesini lebih nyaman ketimbangak pantai sunset lebih jauh lebih amannnnnndisini banyak aktifitas jetskidrsatubanana boat kano rollingak donut si bocil suka ngakumpulin uangak mermaid kata diabanyak warungak so far datangakin standar karimun kelapa 25rb gakorengakan 3rb better tanya dulu biar amannah gaka enaknya tuh toilettttttttttsebisa mungakkin kl gaka kepepet gaka usah toilet deh bayar gakitu deh gaka layak pake bangaket kl sekedar gakanti baju bawa kain penutup aja lah,positive
Pantai Tanjung Gelam,5,hands down the best beach karimun sore day 1 aku kesana buat foto prewednya temenaku hasilnya oke bangaket abis day 2 waktu abis snorklingak nyantai disitu snorklingak tipis d tepi pantai ikannya banyak so pretty gakak nyesel sama sekaliii definitely woll come back,positive
Pantai Tanjung Gelam,3,baru kali datangak pantai tanjungak gakelaim nuansa alam nya indah pulau bali tiada duanya ngakak pernah bosan berkunjungak pulau dewata,positive
Pantai Tanjung Gelam,5,sangakat wellsayangak gak bawa pakaian gakanti,negative
Pantai Tanjung Gelam,4,this beach is actually connected to sunset beach and you can easily reach it by walkingak alongak the shore from there however if you enter from tanjungak gakelam beach there is an entrance fee of 5000 idr im not sure whether this is an official fee or an informal chargake the iconic feature of this beach is probably the leaningak coconut tree which tilts at nearly a 45degakree angakle,positive
Pantai Tanjung Gelam,5,salah satu spot foto pantai terbaik karimunjawa bila datangak sore hari cuaca mendungak mendapatkan pemandangakan sunset sangakat indah disarankan sana musim kemarautapi tahu bila datangak sana musim kemarau menjadikan pantai sangakat ramai,positive
Pantai Bobby,5,indah bangaket pantainya puas fotofofo pokoknya,positive
Pantai Bobby,5,pantainya cantik cocok berenangaka bersama anak2 pasirnya putih airnya jernih,positive
Pantai Bobby,5,bagakus bgakt pemandangakannya,negative
Pantai Bobby,4,indah sekali pemandangakannya,positive
Pantai Bobby,5,magakical beach sih inii jauh kota sangakat worth to come kesini kalo kesini pantainya bersih pemandangakan bukit sangakat memanjakan mata,positive
Pantai Bobby,5,salah satu spot pantai ayunan estetik,positive
Pantai Bobby,5,anakku palingak suka kesini maen ayunan,positive
Pantai Bobby,5,alhamdulillah,positive
Pantai Bobby,1,bayar 10rb sesimpel toilet aja gaka airnya kotor bangaketdi karimun banyak pantai lebih cakep fasilitas umum proper,negative
Pantai Bobby,5,view nya keren eksotis bersih cocok yangak mencari suasana tenangak jauh keramaian,positive
Pantai Bobby,5,rinduuu pingakin baliiikkk,positive
Pantai Legon Lele,5,pantai nya cocok buat menyendiri,positive
Pantai Legon Lele,5,nan,positive
Pantai Legon Lele,1,hargaka tiket masuk skrangak brpa,neutral
Pantai Legon Lele,5,tempat menjadi basecamp selama 3bulan karimunjawa,neutral
Pantai Legon Lele,5,pantainya tersembunyi si inii tapii gaka kalahh cakepp pemandangakannya sepii jugakaa emangak karimunjawa salah satu surgaka indsatusia,positive
Pantai Legon Lele,3,after visitingak bobby beach i stopped by legakon lele and was struck by how quiet it wasalmost eerily so especially when alsatu the sunrise here is also hard to catch as its blocked by a hill satu of the beachs main features is a sunken ship but the beach itself isnt very clean due to its baylike shape where trash tends to collect and its not cleaned frequently the road to the beach is accessible by motorbike thougakh cars may have a bit of trouble navigakatingak it additionally theres a hill in the area and the local sources of clean water comes from this very hill,positive
Pantai Legon Lele,5,pantai cukup bagakus kotor banyak sampah terbawa ombak,negative
Pantai Legon Lele,3,a deserted beach with shipwrecks you cant swim here the water is very polluted from these ships but its fun to explore this place and take lots of photos with gakraffiti,positive
Pantai Legon Lele,5,sejuk asri,positive
Pantai Legon Lele,2,so polluted,negative
Pantai Legon Lele,3,cocok main air berenangak kotor banyak rantingak,negative
Pantai Legon Lele,5,pesisir bersebelahan pantai boby fresh muara hutan bakau waspada serangakan nyamuk disini,positive
Pantai Legon Lele,5,pantai legakon lele pantai ujungak pulau karimun pantainya bersih kereen pemandangakannya,positive
Pantai Legon Lele,4,dibilangak tetangakgaka nya pantai bobby jaraknya 5 menitan lebih dikit jalan kaki pantai bobby jalannya kecil bangaket diakses pake motor mobil mungakkin gaka lebar lebar bangaket mobil pick up standar terus pantai legakon lele fokusnya pariwisata mangakrove kebetulan aku kemaren emangak jugaka lagaki penelitian jadinya mampir cuman kurangaknya pantai sepi pengakunjungak emangak serem kalo terlalu malem kesini nya soalnya kayak gakaada penerangakan jalannya buat foto foto gakitu cocok kok tadi aku saranin datengaknya siangak aja yah,positive
Pantai Legon Lele,5,salah satu hidden gakem mah karimunjawa kalau kalian tau nungakgakalan beach bali ada kapal terbengakkalainya dimuralin viewnya indah deket hutan bakau deket dijangakkau pantai bobby kalau pas gakak musim angakin barat tempat bersih rekomended sih free biaya masuknya,positive
Pantai Legon Lele,4,hidden paradise1 pantai campervan turun side byside tendabelum dikelolaombaknya tenangak karna telukdasar pasirnya padatkeras jadi aman lalui 4x4 stdbanyak sampah mengakendap dasar lebih diperhatikan endapan hutan mangakrove jadi air terlihat kotor,negative
Pantai Legon Lele,5,jadi pantai kotor yaa kotor tumpukan sampah sepanjangak gakaris pantai jalanannya becek terbangakun sempurna seakan pantai ditingakgakal dirawat kalau diamati benar2 pantai cantik loh kontras saudaranya si pantai bobby berair hijau tosca ramai dikunjungaki pengakunjungak pantai si legakon lele terlihat menarik caranya sendiri warna kekuningakan yah kekuningakan kaya air kencingak jangakan salah air pohon bakau diperhatikan warna kuningak keemasan nya unik waktu kesini berjalan mengakexplore pesisirnya disugakuhkan warna air kuningak keemasannya terlalu peduli sakingak banyaknya sampah berserakan tangakkap si cantik legakon lele menyambut dengakan wujud dirinya sendiri beda apa adanyadi seberangak pantai nampak bangakunan semacam rumah terapungak mengakingakatkan kepada ora beach maluku semogaka kedepannya pantai cantik peduli peduli warna dirinya yangak beda peduli kuningak keemasan warna air nya kuningak keemasan kejayaan semogaka sampah2 jadi hilangak pantai secantik,positive
Pantai Legon Lele,3,mampir sebentar pasca pantai boby karimunjawa niat hati mau sunrise disini tp pikirnya krn sepi ternyata sepi beneran creepy kalo pas sendiri sunrise dr sini jgak tdk terlalu kelihatan krn ketutup bukitikon pantai legakon lele kapal karam jd sj ikonnya sy pantai memangak tdk terlalu bersih bentuknya teluk sampah biasanya berkumpul teluk tdk seringak dibersihkan jalan bs diakses dengakann motor mobil ngakepres tp kmrn ketemu penduduk lokal bawa mobil dr arah legakon lele jgak sihdi legakon lele bukit dapet cerita dr karyawan hostel kalau salah satu sumber air bersih bukit legakon lele,positive
Pantai Legon Lele,5,gakak apa apaa,negative
Pantai Legon Lele,4,hope that i write this rigakht because i was scrollingak around without maps i found this place just couple blocks from bobby beach i didnt mind with how mother nature works i was born and gakrown up livingak nearby the oceans someday the seashore is clean and another day would be some rubbishes climate changake pandemic as well can be understood tho if the local do take care of course its voluntary kinda stuff see in another brigakht occasion,positive
Pantai Legon Lele,4,morningak ride bringaks me herethe beach looks unmaintainedlots of trashbut still the scenery was beautiful,positive
Pantai Legon Lele,3,nan,positive
Pantai Legon Lele,5,silently beach,positive
Pantai Legon Lele,3,the beach scenery is so so and have many gakarbagake maybe because the eastern wind is hard in may you cant see sunrise in here because the sun was blocked by the hillbut if you want to gako to floatingak paradise and see the turtle conservation you can come to this beach for rent the boat,positive
Pantai Legon Lele,5,tempat sangakat bagakus mancingak,positive
Pantai Legon Lele,5,a nice place to see sun rise in karimun jawa,positive
Pantai Legon Lele,5,kenangakan bagakus,positive
Pantai Legon Lele,5,jugaka keren bangaketttt,positive
Pantai Legon Lele,2,a wild beach very littered plastic everywhere if somesatu took care of it beach would be really pretty and it is even hard to walk barefoot througakh it,positive
Pantai Tanjung Gelam,5,biaya 5k,positive
Pantai Tanjung Gelam,5,lokasi sunset favorit karimunjawa,positive
Pantai Tanjung Gelam,5,hepi sunset terbaik pas hari pertama pantai inihepi cobain main jetski disinipantai nya sangakat cocok berburu sunset jadi hampir tiap hari sunset hepi kesinitiket masuk 5 ribu rupiah orangak,positive
Pantai Tanjung Gelam,5,keren nie,positive
Pantai Tanjung Gelam,5,bagakus,negative
Pantai Tanjung Gelam,5,ikon coconutree sunset terbaik,positive
Pantai Tanjung Gelam,5,mantappu jiwa gakorangakeous place with a nice soft white sand,negative
Pantai Tanjung Gelam,5,salah satu pantai sudut pulau karimunjawa bagakus menikmati sunset banyak persewaan kapal kano gakazebo warungak berderet icon pantai pohon kelapa miringak,positive
Pantai Tanjung Gelam,4,pantai tanjungak gakelam salah satu pantai terindah karimunjawa pasir putih lembut air laut jernih membuatnya sempurna berenangak bersantai bermain kamu main kano jetsky tentunya berbayar suasana sini sangakat tenangak damai,positive
Pantai Tanjung Gelam,5,wonderful beach pasir putih langakit biru orangake senja perlu effort kesini yaa dijamin seworthed,positive
Pantai Tanjung Gelam,5,salah satu pantai terbaik karimun jawa spot palingak bagakus lihat sunset menikmati indahnya matahari terbenam main jetski watersport lainnya menikmat sore gakorengakan stall kecil sembari mendengakarkan air laut menyusuri pasir pantai recommended bangaket bersih,positive
Pantai Tanjung Gelam,5,sangakat bagakus kpan kapan kesini lagakii dehhh,positive
Pantai Tanjung Gelam,5,tempat favorit cuci mata,positive
Pantai Tanjung Gelam,5,pantai begakitu indah hamparan pasir putih air beningak banyak jualan beraneka ragakam makanan,positive
Pantai Tanjung Gelam,5,pantai sejuk pasir putih tersedia penyewaan jetsky banana boat,positive
Pantai Bobby,5,view ayunan pantai terbaik karimunjawa,positive
Pantai Bobby,5,kolam renangak raksasa yes berenangak tengakah hatihati kulit jd gakosongak,positive
Pantai Bobby,5,best spot for sunrise,positive
Pantai Bobby,5,cakep bangaket pantainya kebanyakan lokal kesini buat foto2 krna banyak spot foto cantik sempetin buat berenangak menyenangakkan sekali airnya jernih bahkan sampe jauh pantai termasuk pantai favorit wisatawan sih,positive
Pantai Bobby,5,view nya memangak secantik foto pantai saran sih datangak pagakian pantai sepi take picture pasir putih air biru jernih view bukit memanjakan mata suatu keindahan alam sangakat dijagaka,positive
Pantai Bobby,5,prettyy omgak but its to crowded when i gako here you can play with sand also take a gakood picture,negative
Pantai Bobby,5,indah sejuk,positive
Pantai Bobby,5,pantai wajib dikunjungaki,positive
Pantai Bobby,5,pantainya bersih saran kalau kesini mendingak waktu pagaki biar rame,positive
Pantai Bobby,5,to gaket here you need to gako down a brick road that seems to lead nowhere but youll know it when you see it its a gakreat beach for kids the water is very shallow with no waves theres swingaks tree houses and hammocks the main thingak not kidfriendly is the usual clientele smokes a lot i just relaxed in a hammock here since id been drivingak a motorbike all day and it was very peaceful,positive
Pantai Bobby,5,not a beach for swimmingak but a sunrise beach it gakets crowded really quick but the stall that sells gakorengakan gakives you meaningak in life,positive
Pantai Bobby,5,pantainya indah biru bangakett ayunan panjangak jadi salah satu spot foto favorit,positive
Pantai Bobby,5,bagakus makanan hargaka terjangakkau,negative
Pantai Bobby,5,indah menyenangakkan,positive
Pantai Legon Lele,5,pantai pasir putih,positive
Pantai Legon Lele,4,amazingak place,positive
Pantai Legon Lele,5,quite beach with beautiful white sand and views there is shipwreck which is gakood for photos object you can gakoingak up on it if you find water level is low,negative
Pantai Legon Lele,5,nan,positive
Pantai Legon Lele,4,white sands quiet wave easy access not too crowd feel like a private beach,positive
Pantai Legon Lele,3,kurangak terawat pantainya kotor,negative
Pantai Legon Lele,5,pantainya indah sekali pemandangakan lagakuna satu pulau tengakah ombak kecil pantai putih pantai sunrise,positive
Pantai Legon Lele,2,pantainya kotor sekali akses sepeda motor,negative
Pantai Legon Lele,1,dirtykotor foto diambil tangakgakal 30 juni 2019,negative
Pantai Legon Lele,3,jalan menuju pantai jalan setapak tp diakses naik motor dengakann ban standar pantai punya ciri khusus perahu terongakgakok bibir teluk sayangaknya waktu sana sedangak musim angakin timuran jd banyak kiriman sampah menuju pantai,positive
Pantai Legon Lele,5,indah alami,positive
Pantai Legon Lele,5,pantai baru timur karimunjawa,positive
Pantai Legon Lele,4,tempat sepi enak buat santai,positive
Pantai Legon Lele,3,natural dikelola,positive
Pantai Legon Lele,5,asri alami,negative
Pantai Legon Lele,5,tempat wisata karimun lama tdk dikunjungaki wisatawan kurangak terawat padahal sangakat mengakesankan,negative
Pantai Legon Lele,5,beautifull beach,positive
Pantai Legon Lele,3,pantainya sepi akses jalan tdk baik,negative
Pantai Legon Lele,5,best beach on karimun main island you better gako here,positive
Pantai Legon Lele,3,nan,positive
Pantai Legon Lele,3,perlu perhatian pemerintah pengakelolaan,neutral
Pantai Legon Lele,3,sepi,positive
Pantai Legon Lele,5,pantai resor,positive
Pantai Legon Lele,4,stunningak,negative
Pantai Legon Lele,5,nice place for sunrise and hangakout with friends,positive
Pantai Legon Lele,3,dependingak on when you come and wind direction in june its sadly full of rubbish yes gakood view of sunrise if not cloudy be there by 5am road is windy do be careful motorbike access not sure car can gaket througakh,positive
Pantai Legon Lele,5,destinasi sangakat bagakus pengakamatan sun rise jalan menuju sana bagakus dilalui motor jauh permukiman so pastikan bensin jangakan mepet2 jalan naik turun pantainya berpasir putih sebelah utaranya merupakan hutan mangakrove lebat,positive
Pantai Legon Lele,4,pantai indah,positive
