title,stars,text
Pantai Bobby,5,cantikkk bgtt dan semua spot foto disini free hihihi klo ke karimun wajib bgt ke siniii
Pantai Bobby,5,nous avons pass la soire danniversaire de ma fille lbas ctait super on nous a prpar un feu nous tions seul nous avons pu faire un feu dartifice que nous avions achet dans le centre ville le grant de la plage tait trs prvenant et nous a laiss la musique ma fille tait ravie
Pantai Bobby,5,beautiful view
Pantai Bobby,3,toilet tidak ada air dan banyak sampah
Pantai Bobby,5,belum dapat sunset
Pantai Bobby,5,traumhafter strand bei ostwindwetter etwas aufgewhltes meer
Pantai Bobby,5,pantai bersih rapiindah
Pantai Bobby,5,cantikkk sunrise besttt bgttt kalo dari sinii
Pantai Bobby,5,playa muy bonita con unas preciosas vistas a la ensenada y a las montaas hay que llegar en moto y la carretera es un poco revirada
Pantai Tanjung Gelam,5,jet sky ada kano ada warung ada drone ada
Pantai Tanjung Gelam,5,very nice to see the sunset and many activitys here
Pantai Tanjung Gelam,5,turn the sound on see what i show you about this placeyou will never find a place like this
Pantai Tanjung Gelam,5,a great place to enjoy the sunset
Pantai Tanjung Gelam,5,bagus bgt
Pantai Tanjung Gelam,5,pretty cakep bgt bgt please klo kesini sambil nikmati sunset dan beli kelapa sih best bgt main air dan foto jugaaaa loveeee
Pantai Tanjung Gelam,5,terkenal sebagai pantai untuk menikmati sunset tapi ternyata datang ke sini pagi oke juga kokpasirnya halus airnya sangat bisa untuk main basahbasahan tanpa takut riak terlalu besarminusnya ada banyak semut merah mungkin karena banyak pohon buah yamalah lebih nyaman datang pagisiang karena belum terlalu ramai
Pantai Tanjung Gelam,5,best sunset di pulau karimun
Pantai Tanjung Gelam,5,
Pantai Tanjung Gelam,5,ke sini pas lagi pasang cocok buat canoeing mungkin next bakal coba jetskinya mending dateng jam 4 sorean supaya bisa coba banyak water sport
Pantai Tanjung Gelam,5,ada spot ikonik pohon kelapa miringnya yang paling rame buat foto foto salah satu pantai yang paling oke buat cari sunset banyak persewaan kano dan jetski
Pantai Tanjung Gelam,5,sayang dulu tidak mengabadikan fotovideo dulu 2016 masih asri apakah sekarang masih asri
Pantai Tanjung Gelam,5,destinasi wajib karimunjawa belum ke karimun kalau tidak kesini sunset nya wow banget
Pantai Tanjung Gelam,4,lumayan banget cuman pantainya agak kotor hehe dan kebetulan waktu kesini udah sore pas pulangnya jalannya gelap pol nggak ada lamputapi overall oke
Pantai Tanjung Gelam,5,wajib dikunjungi pas sunset bagus banget
Pantai Tanjung Gelam,5,pantai berpasir putih yang cocok untuk menikmati sunset tersedia bermacam watersport disini dengan segala macam pake dokumentasinya
Pantai Tanjung Gelam,5,pantainya nyaman untuk dikunjungi rekomen buat yang butuh ketenangan perjalanan ke pantai ini ga sia2 lah
Pantai Tanjung Gelam,5,fav untuk spot sunset kalo lagi di karimunjawa
Pantai Tanjung Gelam,5,pantai tanjung gelam partainya bagus bersih ombak nya tenang ada persewaan jetsky kano dan ada dokumentasi dari droneada jual makanan ringan kelapa muda dllbanyak spot foto bagus pantai dengan rumput laut ayunan berbagai titik pohon kelapa miring
Pantai Tanjung Gelam,4,beach in western part of karimun jawa island have beautiful sunset view acces road to tanjung gelam quite narrow makes it difficult if two cars pass side by side price of food in tanjung gelam is quite expensive i bought 1 fresh coconut for 25k
Pantai Tanjung Gelam,5,scenic view nya pohon kelapa miring
Pantai Tanjung Gelam,5,pantai pasir putih yg indah sambil melihat sunset amazing banget woy
Pantai Tanjung Gelam,5,nah paling suka kita ke pantai ini mpe 2x ksini karena bisa main banana boat akses kesini lebih nyaman ya ketimbang ke pantai sunset lebih jauh tapi lebih amannnnnndisini banyak aktifitas ya jetskidronebanana boat kano rolling donut dll si bocil juga suka ngumpulin uang mermaid kata diabanyak warung so far yg kita datangin standar karimun ya kelapa 25rb gorengan 3rb tapi better tanya dulu biar amannah yg ga enaknya tuh toilettttttttttsebisa mungkin kl ga kepepet ga usah ke toilet deh bayar tapi gitu deh ga layak pake banget kl sekedar ganti baju bawa kain penutup aja lah
Pantai Tanjung Gelam,5,hands down the best beach di karimun sore day 1 aku kesana buat foto prewednya temenku dan hasilnya oke banget abis itu day 2 waktu abis snorkling nyantai disitu sambil snorkling lg tipis d tepi pantai ikannya banyak dan so pretty gak nyesel sama sekaliii definitely woll come back
Pantai Tanjung Gelam,3,baru kali ini datang ke pantai tanjung gelaim nuansa alam nya indah bagi saya pulau bali tiada duanya ngak pernah bosan jika berkunjung ke pulau dewata
Pantai Tanjung Gelam,5,sangat wellsayang g bawa pakaian ganti
Pantai Tanjung Gelam,4,this beach is actually connected to sunset beach and you can easily reach it by walking along the shore from there however if you enter from tanjung gelam beach there is an entrance fee of 5000 idr im not sure whether this is an official fee or an informal charge the iconic feature of this beach is probably the leaning coconut tree which tilts at nearly a 45degree angle
Pantai Tanjung Gelam,5,salah satu spot foto pantai terbaik yang ada di karimunjawa bila datang saat sore hari dengan cuaca yang tidak mendung maka akan mendapatkan pemandangan sunset yang sangat indah sehingga disarankan ke sana saat musim kemarautapi saya tidak tahu apakah bila datang ke sana saat musim kemarau akan menjadikan pantai ini sangat ramai atau tidak
Pantai Bobby,5,indah banget pantainya bisa puas fotofofo pokoknya
Pantai Bobby,5,pantainya cantik cocok untuk berenanga bersama anak2 pasirnya putih dan airnya jernih
Pantai Bobby,5,bagus bgt pemandangannya
Pantai Bobby,4,indah sekali pemandangannya
Pantai Bobby,5,magical beach sih inii agak jauh dari kota tapi sangat worth to come akan kembali lg kesini nanti kalo kesini lagi pantainya bersih dan pemandangan bukit sekitar sangat memanjakan mata
Pantai Bobby,5,salah satu spot pantai dengan ayunan estetik
Pantai Bobby,5,anakku paling suka kesini maen ayunan
Pantai Bobby,5,alhamdulillah
Pantai Bobby,1,bayar 10rb tapi sesimpel toilet aja ga ada airnya dan kotor bangetdi karimun masih banyak pantai yang lebih cakep dengan fasilitas umum yang proper
Pantai Bobby,5,view nya keren eksotis dan bersih cocok untuk yang mencari suasana tenang jauh dari keramaian
Pantai Bobby,5,rinduuu pingin baliiikkk
Pantai Legon Lele,5,pantai nya cocok buat menyendiri
Pantai Legon Lele,5,
Pantai Legon Lele,1,harga tiket masuk skrang brpa ya
Pantai Legon Lele,5,tempat yg menjadi basecamp selama 3bulan di karimunjawa
Pantai Legon Lele,5,pantainya agak tersembunyi si inii tapii ga kalahh cakepp pemandangannya sepii jugaa emang karimunjawa salah satu surga indonesia
Pantai Legon Lele,3,after visiting bobby beach i stopped by legon lele and was struck by how quiet it wasalmost eerily so especially when alone the sunrise here is also hard to catch as its blocked by a hill one of the beachs main features is a sunken ship but the beach itself isnt very clean due to its baylike shape where trash tends to collect and its not cleaned frequently the road to the beach is accessible by motorbike though cars may have a bit of trouble navigating it additionally theres a hill in the area and the local sources of clean water comes from this very hill
Pantai Legon Lele,5,sebetulnya pantai yang cukup bagus namun kotor karena banyak sampah yang terbawa oleh ombak
Pantai Legon Lele,3,a deserted beach with shipwrecks you cant swim here the water is very polluted from these ships but its fun to explore this place and take lots of photos with graffiti
Pantai Legon Lele,5,sejuk dan masih asri
Pantai Legon Lele,2,so polluted
Pantai Legon Lele,3,tidak cocok untuk main air dan berenang kotor banyak ranting
Pantai Legon Lele,5,pesisir bersebelahan pantai boby masih fresh ada muara hutan bakau waspada serangan nyamuk disini
Pantai Legon Lele,5,pantai legon lele pantai di ujung pulau karimun pantainya bersih dan kereen pemandangannya
Pantai Legon Lele,4,bisa dibilang tetangga nya pantai bobby jaraknya sekitar 5 menitan lebih dikit jalan kaki dari pantai bobby jalannya kecil tapi masih bisa banget diakses pake motor mobil juga bisa tapi mungkin ga yang lebar lebar banget mobil pick up yang standar bisa terus pantai legon lele ini juga fokusnya ke pariwisata mangrove kebetulan aku kemaren emang juga lagi penelitian tentang itu jadinya mampir cuman agak kurangnya pantai ini sepi pengunjung dan emang agak serem kalo terlalu malem kesini nya soalnya kayak gaada penerangan jalannya tapi buat foto foto gitu cocok kok tapi itu tadi aku saranin datengnya siang aja yah
Pantai Legon Lele,5,salah satu hidden gem ini mah di karimunjawa kalau kalian tau nunggalan beach di bali ini seperti itulah ada kapal terbengkalainya yang dimuralin viewnya indah deket dengan hutan bakau dan masih deket dijangkau dari pantai bobby kalau pas gak musim angin barat ini tempat bersih dan rekomended sih free biaya masuknya
Pantai Legon Lele,4,hidden paradise1 pantai yg campervan bisa turun dan side byside dengan tendabelum dikelolaombaknya tenang karna ada di telukdasar pasirnya padatkeras jadi aman di lalui 4x4 stdbanyak sampah mengendap di dasar harus lebih diperhatikan dan ada endapan dari hutan mangrove jadi air seperti terlihat kotor
Pantai Legon Lele,5,bisa jadi pantai ini kotor yaa kotor dan tumpukan sampah di sepanjang garis pantai jalanannya agak becek belum terbangun sempurna seakan pantai yang ditinggal dan tidak dirawat namun kalau diamati benar2 pantai ini cantik loh kontras dengan saudaranya si pantai bobby yang berair hijau tosca yang ramai dikunjungi pengunjung pantai si legon lele terlihat menarik dengan caranya sendiri warna kekuningan yah kekuningan kaya air kencing namun jangan salah itu adalah air dari pohon bakau jika diperhatikan warna kuning keemasan nya itu unik waktu kesini dan berjalan mengexplore pesisirnya yang disuguhkan kepada kami adalah warna air kuning keemasannya kami tidak terlalu peduli dengan saking banyaknya sampah yang berserakan namun yang kami tangkap adalah si cantik legon lele menyambut kami dengan wujud dirinya sendiri beda apa adanyadi seberang pantai nampak bangunan semacam rumah terapung yang mengingatkan kami kepada ora beach di maluku semoga kedepannya pantai cantik ini ada yang peduli peduli pada warna dirinya yang beda peduli pada kuning keemasan warna air nya kuning keemasan kejayaan semoga sampah2 jadi hilang dari pantai secantik ini
Pantai Legon Lele,3,mampir sebentar pasca dari pantai boby di karimunjawa niat hati mau sunrise disini tp pikirnya krn agak sepi dan ternyata sepi beneran agak creepy kalo pas sendiri sunrise dr sini jg tdk terlalu kelihatan krn ketutup bukitikon di pantai legon lele adalah kapal yg karam jd ya itu sj ikonnya menurut sy pantai memang tdk terlalu bersih karena bentuknya teluk dan sampah biasanya berkumpul di teluk apalagi tdk sering dibersihkan jalan masih bs diakses dgn motor mobil agak ngepres tp kmrn ketemu penduduk lokal yg bawa mobil dr arah legon lele jg sihdi legon lele ada bukit dapet cerita dr karyawan hostel kalau salah satu sumber air bersih dari bukit di legon lele itu
Pantai Legon Lele,5,gak ada apa apaa
Pantai Legon Lele,4,hope that i write this right because i was scrolling around without maps i found this place just couple blocks from bobby beach i didnt mind with how mother nature works i was born and grown up living nearby the oceans someday the seashore is clean and another day would be some rubbishes climate change pandemic as well can be understood tho if the local do take care of course its voluntary kinda stuff see ya in another bright occasion
Pantai Legon Lele,4,morning ride brings me herethe beach looks unmaintainedlots of trashbut still the scenery was beautiful
Pantai Legon Lele,3,
Pantai Legon Lele,5,silently beach
Pantai Legon Lele,3,the beach scenery is so so and have many garbage maybe because the eastern wind is hard in may you cant see sunrise in here because the sun was blocked by the hillbut if you want to go to floating paradise and see the turtle conservation you can come to this beach for rent the boat
Pantai Legon Lele,5,tempat yang sangat bagus untuk mancing
Pantai Legon Lele,5,a nice place to see sun rise in karimun jawa
Pantai Legon Lele,5,kenangan yang bagus
Pantai Legon Lele,5,ini juga keren bangetttt
Pantai Legon Lele,2,a wild beach very littered plastic everywhere if someone took care of it beach would be really pretty and it is even hard to walk barefoot through it
Pantai Tanjung Gelam,5,htm 5k
Pantai Tanjung Gelam,5,lokasi sunset favorit di karimunjawa
Pantai Tanjung Gelam,5,hepi dapat sunset terbaik pas hari pertama ke pantai inihepi juga cobain main jetski disinipantai nya sangat cocok untuk berburu sunset jadi hampir tiap hari saat sunset hepi kesinitiket masuk 5 ribu rupiah orang
Pantai Tanjung Gelam,5,keren nie
Pantai Tanjung Gelam,5,bagus
Pantai Tanjung Gelam,5,ikon coconutree dan sunset terbaik
Pantai Tanjung Gelam,5,mantappu jiwa gorgeous place with a nice soft white sand
Pantai Tanjung Gelam,5,salah satu pantai di sudut pulau karimunjawa yang bagus untuk menikmati sunset banyak persewaan kapal kano atau pun gazebo warung berderet icon dari pantai ini adalah pohon kelapa yang miring
Pantai Tanjung Gelam,4,pantai tanjung gelam adalah salah satu pantai terindah di karimunjawa pasir putih yang lembut dan air laut yang jernih membuatnya sempurna untuk berenang bersantai dan bermain kamu bisa main kano dan jetsky tentunya berbayar suasana di sini sangat tenang dan damai
Pantai Tanjung Gelam,5,wonderful beach pasir putih langit biru orange senja perlu effort untuk kesini yaa tapi dijamin seworthed itu
Pantai Tanjung Gelam,5,salah satu pantai terbaik di karimun jawa ini spot yang paling bagus untuk lihat sunset selain menikmati indahnya matahari terbenam juga bisa main jetski dan watersport lainnya menikmat sore dengan gorengan di stall kecil sembari mendengarkan air laut yang menyusuri pasir pantai recommended banget masih bersih juga
Pantai Tanjung Gelam,5,sangat bagus kpan kapan kesini lgi dehhh
Pantai Tanjung Gelam,5,tempat favorit untuk cuci mata
Pantai Tanjung Gelam,5,pantai yg begitu indah dengan hamparan pasir putih dan air yang bening banyak yang jualan beraneka ragam makanan
Pantai Tanjung Gelam,5,pantai sejuk pasir putih dan tersedia penyewaan jetsky dan banana boat
Pantai Bobby,5,view ayunan di pantai terbaik karimunjawa
Pantai Bobby,5,kolam renang raksasa yes anda bisa berenang sampai ke tengah hatihati kulit jd gosong
Pantai Bobby,5,best spot for sunrise
Pantai Bobby,5,cakep banget pantainya kebanyakan lokal kesini buat foto2 krna banyak spot foto cantik kami sempetin buat berenang menyenangkan sekali airnya jernih bahkan sampe agak jauh dari pantai ini termasuk pantai favorit wisatawan sih
Pantai Bobby,5,view nya memang secantik itu untuk foto di pantai ini saran sih datang agak pagian karena pantai masih sepi untuk take picture pasir yang putih dan air biru yang jernih view bukit yang memanjakan mata suatu keindahan alam yang harus sangat dijaga
Pantai Bobby,5,prettyy omg but its to crowded when i go here you can play with sand also take a good picture
Pantai Bobby,5,indah sejuk
Pantai Bobby,5,pantai yang wajib dikunjungi
Pantai Bobby,5,pantainya bersih saran kalau kesini mending waktu pagi biar tidak rame
Pantai Bobby,5,to get here you need to go down a brick road that seems to lead nowhere but youll know it when you see it its a great beach for kids the water is very shallow with no waves theres swings tree houses and hammocks the main thing not kidfriendly is the usual clientele smokes a lot i just relaxed in a hammock here since id been driving a motorbike all day and it was very peaceful
Pantai Bobby,5,not a beach for swimming but a sunrise beach it gets crowded really quick but the stall that sells gorengan gives you meaning in life
Pantai Bobby,5,pantainya indah dan biru bangett ada ayunan panjang yang jadi salah satu spot foto favorit
Pantai Bobby,5,bagus makanan juga harga terjangkau
Pantai Bobby,5,indah dan menyenangkan
Pantai Legon Lele,5,pantai pasir putih
Pantai Legon Lele,4,amazing place
Pantai Legon Lele,5,quite beach with beautiful white sand and views there is shipwreck which is good for photos object you can going up on it if you find water level is low
Pantai Legon Lele,5,
Pantai Legon Lele,4,white sands quiet wave easy access not too crowd feel like a private beach
Pantai Legon Lele,3,kurang terawat pantainya kotor
Pantai Legon Lele,5,pantainya indah sekali dengan pemandangan laguna dan satu pulau agak di tengah ombak kecil pantai putih ini pantai untuk sunrise ya
Pantai Legon Lele,2,pantainya kotor sekali akses hanya sepeda motor
Pantai Legon Lele,1,dirtykotor foto diambil tanggal 30 juni 2019
Pantai Legon Lele,3,jalan menuju pantai masih jalan setapak tp bisa diakses naik motor dgn ban standar pantai ini punya ciri khusus perahu yg teronggok di bibir teluk sayangnya waktu ke sana sedang musim angin timuran jd banyak kiriman sampah menuju pantai ini
Pantai Legon Lele,5,indah alami
Pantai Legon Lele,5,pantai baru di timur karimunjawa
Pantai Legon Lele,4,tempat masih sepi enak buat santai
Pantai Legon Lele,3,masih natural belum dikelola
Pantai Legon Lele,5,asri dan alami
Pantai Legon Lele,5,tempat wisata di karimun yg lama tdk dikunjungi wisatawan karena kurang terawat padahal sangat mengesankan
Pantai Legon Lele,5,beautifull beach
Pantai Legon Lele,3,pantainya sepi akses jalan tdk begitu baik
Pantai Legon Lele,5,best beach on karimun main island you better go here
Pantai Legon Lele,3,
Pantai Legon Lele,3,perlu perhatian pemerintah untuk pengelolaan
Pantai Legon Lele,3,sepi
Pantai Legon Lele,5,pantai resor
Pantai Legon Lele,4,stunning
Pantai Legon Lele,5,nice place for sunrise and hangout with friends
Pantai Legon Lele,3,depending on when you come and wind direction in june its sadly full of rubbish yes good view of sunrise if not cloudy be there by 5am road is windy do be careful motorbike access ok not sure car can get through
Pantai Legon Lele,5,destinasi yang sangat bagus untuk pengamatan sun rise jalan menuju ke sana sudah bagus bisa dilalui dengan motor jauh dari permukiman so pastikan bensin jangan mepet2 jalan naik turun pantainya berpasir putih dan di sebelah utaranya merupakan hutan mangrove yang lebat
Pantai Legon Lele,4,pantai yg indah
